Date,Close,Prediction,Pred_Binary,Actual,Return,Position,Strategy_Return,Position_Change,Transaction_Cost,Cumulative_Return,Strategy_Cumulative_Return,Buy_Hold_Value,Strategy_Value,Buy_Hold_Peak,Strategy_Peak,Buy_Hold_Drawdown,Strategy_Drawdown
2013-01-28,13.657217979431152,0.4905312,0,1,0.022619606053155827,0.0,0.0,0.0,0.0,-0.14643272880942726,0.0,8535.672711905727,10000.0,10000.0,10000.0,-0.14643272880942737,0.0
2013-01-29,13.913463592529297,0.5049745,1,0,0.018762650891570365,0.0,0.0,0.0,0.0,-0.1304175440876082,0.0,8695.824559123917,10000.0,10000.0,10000.0,-0.1304175440876083,0.0
2013-01-30,13.869743347167969,0.49967003,0,0,-0.0031422977514242723,1.0,-0.004142297751424272,1.0,0.001,-0.13315003108349965,-0.004142297751424273,8668.499689165003,9958.577022485757,10000.0,10000.0,-0.13315003108349976,-0.004142297751424273
2013-01-31,13.829059600830078,0.4962501,0,0,-0.0029332731918357835,0.0,-0.001,1.0,0.001,-0.13569273885866606,-0.005138155453672799,8643.07261141334,9948.618445463271,10000.0,10000.0,-0.13569273885866606,-0.00513815545367291
2013-02-01,13.772282600402832,0.4888278,0,0,-0.004105629888516704,0.0,-0.0,0.0,0.0,-0.1392412645828699,-0.005138155453672799,8607.5873541713,9948.618445463271,10000.0,10000.0,-0.1392412645828699,-0.00513815545367291
2013-02-04,13.429206848144531,0.46637458,0,1,-0.02491059486742353,0.0,-0.0,0.0,0.0,-0.16068327671944183,-0.005138155453672799,8393.167232805581,9948.618445463271,10000.0,10000.0,-0.16068327671944194,-0.00513815545367291
2013-02-05,13.900407791137695,0.46037036,0,0,0.035087771625043285,0.0,0.0,0.0,0.0,-0.13123352321189397,-0.005138155453672799,8687.66476788106,9948.618445463271,10000.0,10000.0,-0.13123352321189397,-0.00513815545367291
2013-02-06,13.88553237915039,0.48141012,0,1,-0.001070142128980489,0.0,-0.0,0.0,0.0,-0.13216322681895087,-0.005138155453672799,8678.367731810491,9948.618445463271,10000.0,10000.0,-0.13216322681895087,-0.00513815545367291
2013-02-07,14.298405647277832,0.4929844,0,1,0.02973406109710175,0.0,0.0,0.0,0.0,-0.10635891518287388,-0.005138155453672799,8936.410848171261,9948.618445463271,10000.0,10000.0,-0.10635891518287388,-0.00513815545367291
2013-02-08,14.504840850830078,0.49289966,0,1,0.014437637918850665,0.0,0.0,0.0,0.0,-0.09345684877087534,-0.005138155453672799,9065.431512291247,9948.618445463271,10000.0,10000.0,-0.09345684877087534,-0.00513815545367291
2013-02-11,14.656000137329102,0.4920051,0,0,0.010421299209937507,0.0,0.0,0.0,0.0,-0.08400949134519697,-0.005138155453672799,9159.90508654803,9948.618445463271,10000.0,10000.0,-0.08400949134519708,-0.00513815545367291
2013-02-12,14.288628578186035,0.45983022,0,0,-0.025066290645519573,0.0,-0.0,0.0,0.0,-0.10696997566367561,-0.005138155453672799,8930.300243363245,9948.618445463271,10000.0,10000.0,-0.1069699756636755,-0.00513815545367291
