Date,Close,High,Low,Open,Volume,SMA20,EMA20,RSI,MACD,MACD_Signal,MACD_Hist,Return,Target,num_headlines,avg_sentiment
2020-04-23,66.74402618408203,68.37482987612435,66.70519664308368,66.94787571984011,124814400,64.42084693908691,65.46027394515654,53.38522796762981,0.9332215104791146,0.626956123120476,0.3062653873586386,-0.0038752915378612585,1,0.0,0.0
2020-04-24,68.67089080810547,68.6806000437413,67.22209658899173,67.27063536119402,126161200,64.71849308013915,65.76604697972311,57.20001785646866,1.0596732920733558,0.713499556911052,0.34617373516230376,0.028869469436996198,1,0.0,0.0
2020-04-27,68.71942901611328,69.05189812563647,67.93800218832392,68.38695250061332,117087600,65.14839935302734,66.04732145937932,57.29482581043657,1.1505411456184902,0.8009078746525398,0.3496332709659504,0.0007068236255074467,0,0.0,0.0
2020-04-28,67.60552215576172,69.36494515545422,67.51331034369456,69.18293587962397,112004800,65.43682327270508,66.19572152570144,54.320978966521146,1.119763661437858,0.8646790320096035,0.2550846294282546,-0.01620948946025691,1,0.0,0.0
2020-04-29,69.82604217529297,70.29684010085327,68.89415555935265,69.0980050622793,137280800,65.84258308410645,66.54146634947206,58.9005965164619,1.2600249085929818,0.9437482073262793,0.3162767012667025,0.03284524619771756,1,0.0,0.0
2020-04-30,71.29908752441406,71.47624586127782,69.97649141267905,70.36720104938254,183064000,66.48434715270996,66.99457312803796,61.64755199509667,1.4730648319795279,1.049611532256929,0.4234532997225988,0.021095930733452173,0,0.0,0.0
2020-05-01,70.15122985839844,72.56103087905444,69.36980307576957,69.46687320779041,240616800,67.01993980407715,67.295207102358,58.37347952044004,1.5316223959537325,1.1460137049962897,0.38560869095744277,-0.016099191530643098,1,0.0,0.0
2020-05-04,71.14378356933594,71.27240315582554,69.48385993378157,70.17549663342325,133568000,67.64787197113037,67.66173819445115,60.33516237230564,1.639224516795153,1.2446558673560624,0.39456864943909054,0.014148771346432332,1,0.0,0.0
2020-05-05,72.21155548095703,73.04637175058454,71.45924917442386,71.60485804116813,147751200,68.0736515045166,68.09505412649933,62.3886261263246,1.7900259375632572,1.3537298813975014,0.43629605616575584,0.01500864668773838,1,0.0,0.0
2020-05-06,72.95659637451172,73.58998507405805,72.52947892116252,72.91533768168664,142333600,68.57357025146484,68.55805815011956,63.79698209177146,1.9472095044592805,1.4724258060098574,0.47478369844942314,0.01031747465613253,1,0.0,0.0
2020-05-07,73.71131896972656,74.05835557711725,73.28177979492443,73.58512855265982,115215200,69.03065605163575,69.04884489484404,65.21781191399458,2.108374392050706,1.5996155232180271,0.508758868832679,0.010344816407560797,1,0.0,0.0
2020-05-08,75.46578216552734,75.51931637355732,74.04470105585122,74.3732060857613,133838400,69.55216789245605,69.65998177776625,68.32948528925111,2.3505732980388956,1.749807078182201,0.6007662198566945,0.023801815247958658,1,0.0,0.0
2020-05-11,76.65325164794922,77.14965158521665,74.76252676945559,74.97179952522458,145946400,70.06922874450683,70.32600747968844,70.268230509271,2.608270025852036,1.9214996677161682,0.686770358135868,0.015735204066622765,0,0.0,0.0
2020-05-12,75.77725219726562,77.79207364909227,75.65558421726155,77.33946490194451,162301200,70.37504043579102,70.84517364326723,67.0093596828246,2.7105649985758618,2.079312733888107,0.6312522646877547,-0.01142807945978419,0,0.0,0.0
2020-05-13,74.86229705810547,76.88198972405412,73.78188493945902,75.95730873840742,200622400,70.66689567565918,71.22775682563278,63.68705145176463,2.686833128513939,2.2008168128132732,0.48601631570066584,-0.012074271798326985,1,0.0,0.0
2020-05-14,75.32221221923828,75.38304620688119,73.37308887883164,74.09823268490378,158929200,70.9543228149414,71.61770495835711,64.63618254964094,2.6743089909943905,2.2955152484494965,0.37879374254489395,0.006143481822042496,0,0.0,0.0
2020-05-15,74.87690734863281,74.92314177584109,73.05188761996168,73.08595821938853,166348400,71.26668701171874,71.92810518600241,62.92132922501595,2.59849728114024,2.3561116549876453,0.24238562615259474,-0.005911999362277487,1,0.0,0.0
2020-05-18,76.64109802246094,77.01583751017019,75.51202293913698,76.20553196590271,135178400,71.73848724365234,72.3769616466175,66.69164110383475,2.6502212969030126,2.414933583370719,0.23528771353229372,0.023561211811458982,0,0.0,0.0
2020-05-19,76.19822692871094,77.50736817025115,76.16659206539425,76.65812803670754,101729600,72.29200973510743,72.74089167348355,64.90735886093177,2.625215110356436,2.456989888767862,0.16822522158857378,-0.005778506639090852,1,0.0,0.0
2020-05-20,77.68013763427734,77.75069971271533,77.02069186607584,77.05962650901947,111504800,72.82583236694336,73.211296050702,67.99313665039904,2.693921486465044,2.5043762083072982,0.18954527815774558,0.01944809958574023,0,0.0,0.0
2020-05-21,77.10100555419922,78.08408497746194,76.86253362412333,77.54144307709652,102688800,73.34368133544922,73.5817445748446,65.56668258235318,2.670852737866241,2.537671514219087,0.13318122364715412,-0.007455343125223557,1,0.0,0.0
2020-05-22,77.59741973876953,77.68015308672346,76.73600822909283,76.83820518937846,81803200,73.79000778198242,73.96418982855174,66.66483066371359,2.661941855677739,2.5625255825108173,0.0994162731669217,0.006438491703215865,0,0.0,0.0
2020-05-26,77.07178497314453,78.89923259629772,77.01581504082098,78.71916640033362,125522000,74.20762557983399,74.2601512708939,64.3255094550668,2.582693897096391,2.566559245427932,0.016134651668458844,-0.0067738691234133785,1,0.0,0.0
2020-05-27,77.40760040283203,77.55360346730318,76.18605652967298,76.92823567989113,112945200,74.6977294921875,74.55990833107847,65.16650061779958,2.5179613268200285,2.5568396617063516,-0.038878334886323085,0.004357177270573276,1,0.0,0.0
2020-05-28,77.4416732788086,78.70458757066594,76.80413421876992,77.08153336599706,133560800,75.07851104736328,74.8343621356242,65.2559971758467,2.4412682738116445,2.5337253841274103,-0.09245711031576587,0.00044017481228264543,0,0.0,0.0
2020-05-29,77.36624145507812,78.14734786532948,77.00853727030466,77.68501099224073,153532400,75.38186874389649,75.07549349938172,64.85870683053997,2.3473430494897087,2.4964489171998703,-0.14910586771016154,-0.0009740469250825168,1,0.0,0.0
2020-06-01,78.31768035888672,78.43934833911615,77.18859793786604,77.32000143580059,80791200,75.79019126892089,75.38427320028697,67.54286865170678,2.32290282276648,2.4617396983131923,-0.13883687554671242,0.012297856092195358,1,0.0,0.0
